target,text
ham,"Sorry, I'll call later"
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,Got meh... When?
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,"Sorry, I'll call later ok bye"
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,:-) :-)
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,When you guys planning on coming over?
ham,Hmmm:)how many players selected?
ham,Hope you are not scared!
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,Ill call you evening ill some ideas.
ham,K..k:)how about your training process?
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,I am in a marriage function
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,I will come to ur home now
ham,Yes i will be there. Glad you made it.
ham,:-( that's not v romantic!
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,I'm still pretty weak today .. Bad day ?
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
ham,What's the significance?
ham,Prepare to be pleasured :)
ham,Ding me on ya break fassyole! Blacko from londn
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,"Me, i dont know again oh"
ham,You have got tallent but you are wasting.
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,You didnt complete your gist oh.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,So no messages. Had food?
ham,Yes:)from last week itself i'm taking live call.
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,These won't do. Have to move on to morphine
ham,Am okay. Will soon be over. All the best
ham,Then why you not responding
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
ham,How much i gave to you. Morning.
ham,"I think your mentor is , but not 100 percent sure."
ham,I want to see your pretty pussy...
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,Yo! Howz u? girls never rang after india. L
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,Yo theres no class tmrw right?
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,As in different styles?
ham,Mine here like all fr china then so noisy.
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,Si si. I think ill go make those oreo truffles.
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Convey my regards to him
ham,Wait 2 min..stand at bus stop
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,Thanks love. But am i doing torch or bold.
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,PICK UR FONE UP NOW U DUMB?
ham,No need to buy lunch for me.. I eat maggi mee..
ham,Nah im goin 2 the wrks with j wot bout u?
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,Thinking of u ;) x
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,Sorry de i went to shop.
ham,Send to someone else :-)
ham,That's one of the issues but california is okay. No snow so its manageable
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,they released another Italian one today and it has a cosign option
ham,Yep. I do like the pink furniture tho.
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Yeah confirmed for you staying at  that weekend
ham,K.k:)when are you going?
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,Pls accept me for one day. Or am begging you change the number.
ham,", how's things? Just a quick question."
ham,"Sorry,  in meeting I'll call you later"
ham,I am in hospital da. . I will return home in evening
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,Did u got that persons story
ham,You dont know you jabo me abi.
ham,jay says he'll put in  &lt;#&gt;
ham,Jordan got voted out last nite!
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,Howz that persons story
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,Ok then i will come to ur home after half an hour
ham,You are gorgeous! keep those pix cumming :) thank you!
ham,Or ill be a little closer like at the bus stop on the same street
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,Good morning princess! How are you?
ham,U still painting ur wall?
ham,The bus leaves at  &lt;#&gt;
ham,How much you got for cleaning
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
spam,You have 1 new message. Call 0207-083-6089
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,i am going to bed now prin
ham,Why you Dint come with us.
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,"Ok omw now, you at castor?"
ham,Enjoy urself tmr...
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,Nvm take ur time.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,There is no sense in my foot and penis.
ham,You're right I have now that I think about it
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,Send me your resume:-)
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Why didn't u call on your lunch?
ham,Ya! when are ü taking ure practical lessons? I start in june..
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,Nope... C ü then...
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.."
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,Still otside le..u come 2morrow maga..
ham,Aight sorry I take ten years to shower. What's the plan?
ham,If india win or level series means this is record:)
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,Ya:)going for restaurant..
ham,Yup
ham,But i haf enuff space got like 4 mb...
ham,Sorry i missed your call. Can you please call back.
ham,Nan sonathaya soladha. Why boss?
ham,There bold 2  &lt;#&gt; . Is that yours
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,&lt;#&gt;  mins but i had to stop somewhere first.
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,U calling me right? Call my hand phone...
ham,IM LATE TELLMISS IM ON MY WAY
ham,K.then any other special?
ham,How will I creep on you now? ;_;
ham,"Yeah why not, is the gang all ready"
ham,Hey what how about your project. Started aha da.
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,Ok.
ham,"K, wat s tht incident?"
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,I am in bus on the way to calicut
ham,Now i'm going for lunch.
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,Ok i msg u b4 i leave my house.
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place"
ham,Okay. I've seen it. So i should pick it on friday?
ham,Ok lor. I'm in town now lei.
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Check audrey's status right now
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,"Sure, I'll see if I can come by in a bit"
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Will you come online today night
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Just send a text. We'll skype later.
ham,I sent them. Do you like?
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,And maybe some pressies
ham,I finished my lunch already. U wake up already?
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Tell them the drug dealer's getting impatient
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Thank u!
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,He remains a bro amongst bros
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,Watching tv lor. Nice one then i like lor.
ham,I had askd u a question some hours before. Its answer
ham,Well she's in for a big surprise!
ham,Yup i've finished c ü there...
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Not able to do anything.
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,Hi! This is Roger from CL. How are you?
ham,have got * few things to do. may be in * pub later.
ham,Want to finally have lunch today?
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,I love you both too :-)
ham,K.k.this month kotees birthday know?
ham,Ok i go change also...
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
ham,"Sorry, I'll call later in meeting."
ham,Oh yeah clearly it's my fault
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,I went to project centre
ham,"I think we're going to finn's now, come"
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
ham,K..k..i'm also fine:)when will you complete the course?
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,Studying. But i.ll be free next weekend.
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,Oh k. . I will come tomorrow
ham,So when do you wanna gym harri
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,Where r we meeting?
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,We're finally ready fyi
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,No current and food here. I am alone also
ham,Babe ? I lost you ... Will you try rebooting ?
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,I had it already..sabarish asked me to go..
ham,Umma. Did she say anything
ham,Why de. You looking good only:-)..
ham,In that case I guess I'll see you at campus lodge
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Aiyar sorry lor forgot 2 tell u...
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Try neva mate!!
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
ham,Please tell me not all of my car keys are in your purse
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,Are you willing to go for apps class.
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,G wants to know where the fuck you are
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,So when do you wanna gym?
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Was the actual exam harder than NBME
ham,"Sorry, I'll call later"
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
ham,But i have to. I like to have love and arrange.
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,Thank god they are in bed!
ham,Wat r u doing?
ham,No prob. I will send to your email.
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,Want to send me a virtual hug?... I need one
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Ok i also wan 2 watch e 9 pm show...
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,Ok lor.
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,"No, I was trying it all weekend ;V"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Ok. But i finish at 6.
ham,Hey whats up? U sleeping all morning?
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,Hi..i got the money da:)
ham,Dear got train and seat mine lower seat
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,Sorry da thangam.it's my mistake.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
ham,No way I'm going back there!
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,"Yeah, where's your class at?"
ham,At 7 we will go ok na.
ham,Oh k k:)but he is not a big hitter.anyway good
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,Yar but they say got some error.
ham,Yeah it's jus rite...
ham,how are you? I miss you!
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,He needs to stop going to bed and make with the fucking dealing
ham,Are u coming to the funeral home
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,No did you check? I got his detailed message now
ham,Ok... C ya...
ham,Then we gotta do it after that
ham,Da is good good player.why he is unsold.
ham,Can i get your opinion on something first?
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,"Whatever, juliana. Do whatever you want."
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham,Okie...
ham,Sos! Any amount i can get pls.
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham,I'll talk to the others and probably just come early tomorrow then
ham,Ew are you one of them?
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Love you aathi..love u lot..
ham,So how many days since then?
ham,K k :-):-) then watch some films.
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
ham,"Just wondering, the others just took off"
ham,Life style garments account no please.
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,He remains a bro amongst bros
ham,Well done and ! luv ya all
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
ham,I'll meet you in the lobby
ham,"not that I know of, most people up here are still out of town"
ham,Okay... We wait ah
ham,Hi good mornin.. Thanku wish u d same..
